,term,controversy,tfidf,logodds
250,mass_gatherings,,7.289422912589431e-05,
251,wit,,3.164907476744954e-05,
252,perusing,,1.5353397801310745e-05,
253,busts,,2.8428022077443118e-05,
254,disproportionate,,8.796155010042442e-05,
255,extranjeros,,1.324960558049101e-05,
256,spread_respiratory,,8.539440104437676e-05,
257,600am,,1.2335961195375917e-05,
258,befalls,,1.0074179556344584e-05,
259,deferred,,6.725207485142066e-05,0.62380858655775
260,liderado,,1.0329049481576692e-05,
261,weathered,,2.5056703133198088e-05,
262,shiny,,4.468881311443635e-05,
263,tactless,,7.5327399593916415e-06,
264,reuters,,4.6138941633630645e-05,
265,republicif,,7.715898825345719e-06,
266,authorization_use,,0.00012766535696824392,
267,blessed,,0.0,1.1389726119223387
268,w53,,9.615547679589377e-06,
269,increase_transparency,,0.00016383185635531462,
270,meals,,4.2069811395589064e-05,0.38007644275390223
271,civilmilitary,,7.886136051205006e-06,
272,lifechanging,,3.4562909111128146e-05,
273,motorcade,,3.511800651321733e-05,
274,taking_time,,0.00024171468407583433,
275,wone,,1.025877574757657e-05,
276,disabilities,,1.4578652622490366e-05,1.2160877135321035
277,mildly,,3.7132116037137984e-05,
278,divider,,2.8630555897650647e-05,
279,congregation,,3.510892926082872e-05,
280,peorias,,2.340063962305612e-05,
281,sba_disaster,,4.833786784232319e-05,
282,saving,,0.0,0.5398510438507262
283,fellow,,0.0,0.29427395151857116
284,crimes,,0.0,0.14996986152807182
285,lucie,,2.1250717929658168e-05,
286,finances,,3.3426125784158325e-05,
287,sentido,,1.656715804008603e-05,
288,viability,,4.464624536489419e-05,
289,regis,,6.167458865181458e-05,
290,unites,,3.9703484440485186e-05,
291,ago_today,0.31376788760735536,0.0005391613131844829,0.7675603820216412
292,absence,,2.7721422379705675e-05,
293,assaulted,,4.0413305425059654e-05,
294,discutir,,3.761389577158406e-05,
295,cierran,,6.820462728604443e-06,
296,500s,,9.092008195266523e-06,
297,manifestación,,1.690527553288291e-05,
298,stigmatized,,1.851160115163137e-05,
299,existential,,3.0126386205182288e-05,
300,jello,,2.0822633637224136e-05,
301,commandos,,1.670341634594072e-05,
302,kaines,,2.2075482330701707e-05,
303,alternative,,1.7522296805119713e-05,0.10728494167712131
304,noncrisis,,8.729706804295405e-06,
305,valores,,2.7891565375799076e-05,
306,podamos,,1.6562022934186964e-05,
307,fervently,,1.9683798717332976e-05,
308,congressionalexecutive,,1.5195078828213647e-05,
309,mentors,,4.2436563721411725e-05,
310,distillersunited4acause,,7.033684853313921e-06,
311,press_conference,0.20642645813279076,0.0003160566983673057,0.17885446165166546
312,kirk,,4.334941098804601e-05,
313,channeling,,2.7166520463334093e-05,
314,writeup,,1.2240066090849554e-05,
315,err,,1.0511996226109849e-05,
316,commence,,2.146372074243755e-05,
317,presidental,,1.0893891012228448e-05,
318,smoldering,,1.932784417901362e-05,
319,cottage,,2.9494046650701445e-05,
320,mistook,,8.342834631744306e-06,
321,due,,0.0,0.09676233364075498
322,thankyouteachers,,1.5478496251400788e-05,
323,assassins,,1.0268314218929946e-05,
324,recenter,,6.656109677743778e-06,
325,milb,,2.667558770730945e-05,
326,strategically,,5.164176406897387e-05,
327,midsize,,3.841370709717034e-05,
328,bemis,,7.451972172464049e-06,
329,finalizing,,2.8049336814537224e-05,
330,abuse_power,,0.0005675887004856644,1.248312061684113
331,hemophilia,,4.932152309326228e-05,
332,adrift,,1.2063060805788115e-05,
333,posttraumatic,,7.51945778533319e-05,
334,plug,,4.820388140415156e-05,
335,acceptable,,2.2538300436420113e-05,0.18299791247471692
336,propagandists,,2.8307755829915967e-05,
337,elated,,2.4976706047482963e-05,
338,illustrative,,7.066054687525288e-06,
339,117m,,9.980891661615899e-06,
340,ssg,,3.263658224732463e-05,
341,102yearold,,6.509697930268121e-06,
342,simplification,,1.6253284443764487e-05,
343,reigning,,2.698612277876372e-05,
344,continue_work,0.1855539478075691,0.0005991710117758523,0.34114576506500754
345,lifedeath,,7.4037258085842515e-06,
346,insult,,2.1786292253307225e-05,
347,subscribing,,2.511979535657669e-05,
348,relating,,3.807032021161231e-05,
349,marshalltown,,3.249304050337476e-05,
350,nco,,1.1195033176029917e-05,
351,realconvo,,1.0721973169189721e-05,
352,funds,,0.0,0.1605985182793696
353,tellers,,1.4819946263562246e-05,
354,eightyfour_billion,,0.0001372806359745237,
355,figure,,0.0,0.1478085866108188
356,buff,,1.5854689644662362e-05,
357,wmany,,1.0947448802540549e-05,
358,violated,,2.833637002059427e-05,0.0035913077660072257
359,camerons,,1.3816878326469835e-05,
360,chastised,,1.586658240913993e-05,
361,harney,,3.1390490961909144e-05,
362,glowing,,1.5577830921459165e-05,
363,temperament,,2.7928819438454423e-05,
364,catfish,,3.9387432429559934e-05,
365,llegó,,8.872437263548135e-06,
366,protectthebirds,,3.1185455566038954e-05,
367,journalist,,1.7052474885233654e-05,0.2206136269841246
368,nile,,2.6810775767299868e-05,
369,tuesday_march,,0.00013578724814058008,
370,groundbased,,1.5675566944278953e-05,
371,quell,,3.4584070976354574e-05,
372,recruit,,2.679568753749523e-05,
373,hyperbole,,2.7716641318047584e-05,
374,virginiagrown,,6.3965488311003415e-06,
375,chung,,1.4152503873976788e-05,
376,abusers,,3.917802788073698e-05,
377,state48,,1.1327364119122161e-05,
378,imminent,0.23654397679883066,0.00012884973070464843,0.3380588818570228
379,accomplishments,,2.95445714192996e-05,0.4769658492949879
380,innocents,,5.2256912603499676e-05,
381,trucking,,3.530110863501418e-05,
382,iasen,,6.271587016587799e-05,
383,spanning,,3.409575868602631e-05,
384,ethiopian,,1.9000803056889763e-05,
385,superrich,,1.4381479516161434e-05,
386,bipartisanship,,1.82745609337069e-05,0.866968646037311
387,adopted,,5.242632445602761e-06,0.2563808508427557
388,com,,2.1769022620158287e-05,
389,madrid,,1.4104483209707982e-05,
390,blooms,,3.857055504844441e-05,
391,singh,,1.4680605466714973e-05,
392,academically,,2.8813650291305217e-05,
393,shorty,,8.035217093703423e-06,
394,backside,,1.0509833021334079e-05,
395,lowemission,,1.226545211835395e-05,
396,ocurra,,7.897682437573412e-06,
397,clearwe,,8.816632713983238e-06,
398,switch,,3.362992130370397e-05,
399,incentivizes,,4.043128527072484e-05,
400,illustrious,,1.7477754104963064e-05,
401,disappoint,,2.2433496896362625e-05,
402,involvement,,1.803886218606397e-05,0.10072754113096219
403,lou,,3.2274900114934116e-05,
404,identified,,1.5245768919123177e-05,0.3541450196086472
405,hydrated,,3.10402300249013e-05,
406,gibson,,3.578470309616394e-05,
407,create_jobs,,0.0003335205963366487,0.152405376957591
408,physician,,2.6199346543993616e-05,0.4695357096264108
409,females,,3.616911657835902e-05,
410,zimmerman,,3.2327470557063615e-05,
411,highskill,,2.364321842510789e-05,
412,hoped,,2.890402327088757e-05,
413,ingested,,2.328368396020175e-05,
414,delaying,,5.2946802292336845e-05,0.4961630261104884
415,kingwho,,9.2598730595332e-06,
416,preventpoison,,2.2820547546634167e-05,
417,investigators,,3.9787261108518843e-05,
418,corporations,,1.7912567131847893e-05,1.74369760744208
419,trailheads,,1.1920698369446427e-05,
420,surfacing,,1.3209633150196653e-05,
421,kindess,,7.465867193520473e-06,
422,reactors,,4.133156302918796e-05,
423,refuge,,3.7577915366385876e-05,0.3479175246092504
424,forming,,3.6395753798809714e-05,
425,womanowned,,2.008573579192421e-05,
426,131m,,9.201808278645009e-06,
427,hurl,,2.231154478501845e-05,
428,rocked,,3.933384555147046e-05,
429,unstable,,2.795488610130165e-05,
430,covering,,0.0,0.011808280868288161
431,despues,,7.641448241164265e-06,
432,allocating,,4.2035677488496727e-05,
433,larger,,0.0,0.11740307184270599
434,rna,,1.0151928173574442e-05,
435,hablando,,1.3578848353967158e-05,
436,cooler,,4.2130248129896395e-05,
437,staysafe,,4.2776910409207046e-05,
438,luminary,,1.2573252237446926e-05,
439,fluency,,9.998404139476226e-06,
440,tractortrailers,,7.605082812109585e-06,
441,fsgg,,2.7342949145743965e-05,
442,rhythm,,1.8970121864772095e-05,
443,differs,,1.6097316072850864e-05,
